,rho,Joh,U,TE,NE,Jtot,aMHD,Paux,Nalf,Jbs,q,TI,Nd+t,Jext,jdj,TN,Nz,Jnoh,Nath,Dn,Cn,Jnb,Nb,XiNC,shif,Jrf,Naff,He,del,Jbsa,Zeff,Xi,k,Plin,Pdte,Pex,Peic,Psyn,Pdt,Pnbe,PeEX,Prad,Pdti,Pix,Pneu,Pbrm,Poh,Pibm,PiEX,x,EQFF,rqst,bFa%,Fp,Torq,ptot,bth%,Anrm,EQPF,rst1,bnb%,xq,WkHz,pNB,dRdh
142,2.52,0.1143,0.07449,3.138,9.82,0.2322,0.7833,0.02536,0.09651,0.1084,3.167,3.323,8.726,0.009585,0.3183,2.587,0.2104,0.1179,0.09643,0.2203,0,0.009585,0.003317,0.2772,0.01761,2.1e-11,7.483e-05,0.7343,0.3193,0.0002994,1.607,1.469,1.694,0.03516,0.003288,2.55e-11,-0.05782,0.002473,0.003528,0.02185,0.02185,0.05178,0.0002569,0,-0.1401,0.01415,0.0004487,0.003502,0.003502,0.9346,0.01511,0.2367,0.0006904,0.9448,0.003157,0.09866,0.8656,0.9593,0.216,12.81,0.01106,0.9378,0.4459,0.001243,0.5667
143,2.538,0.1114,0.0741,3.072,9.742,0.2299,0.8208,0.02347,0.09508,0.11,3.257,3.273,8.664,0.00857,0.3152,2.452,0.2089,0.1185,0.09501,0.2225,0,0.00857,0.003038,0.2884,0.01561,1.444e-11,6.792e-05,0.7418,0.3214,0.000282,1.606,1.484,1.704,0.03524,0.003039,1.753e-11,-0.06323,0.002403,0.003255,0.02026,0.02026,0.05143,0.0002325,0,-0.1828,0.01379,0.0004474,0.003209,0.003209,0.9411,0.01322,0.2446,0.0006237,0.9508,0.002898,0.09605,0.8435,0.9637,0.2189,13.69,0.0101,0.9444,0.4399,0.001135,0.5768
144,2.556,0.1083,0.07361,3.008,9.66,0.2698,1.196,0.02141,0.09369,0.154,3.352,3.224,8.597,0.00754,0.3699,2.283,0.2072,0.1615,0.09362,0.2248,0,0.00754,0.002746,0.3,0.01364,9.97e-12,6.155e-05,0.7493,0.324,0.0003524,1.605,1.499,1.715,0.0353,0.002803,1.211e-11,-0.06896,0.002333,0.002997,0.01851,0.01851,0.05105,0.00021,0,-0.2503,0.01342,0.00052,0.0029,0.0029,0.9477,-0.02306,0.3522,0.0005625,0.9567,0.002617,0.09346,0.8215,0.968,0.3039,18.17,0.009099,0.951,0.4343,0.001023,0.5878
145,2.573,0.106,0.07306,2.921,9.537,0.3647,2.067,0.01921,0.09232,0.2522,3.477,3.157,8.496,0.006497,0.5,2.058,0.2047,0.2587,0.09227,0.2271,0,0.006497,0.002441,0.3152,0.01163,6.893e-12,5.376e-05,0.7569,0.3486,0.0004956,1.603,1.514,1.726,0.0353,0.002505,8.369e-12,-0.07617,0.002238,0.002673,0.01663,0.01663,0.05043,0.0001823,0,-0.3581,0.01289,0.0006967,0.002578,0.002578,0.9542,-0.09954,0.5963,0.0004881,0.9624,0.002314,0.08995,0.7913,0.9723,0.4962,14.07,0.008068,0.9575,0.4307,0.0009072,0.602
146,2.591,0.1017,0.07257,2.789,9.32,0.8001,6.191,0.01688,0.08998,0.6929,3.573,3.046,8.316,0.00545,1.097,1.747,0.2003,0.6984,0.08994,0.03364,0,0.00545,0.002128,0.3229,0.009626,4.799e-12,4.309e-05,0.1682,0.3751,0.001057,1.598,0.1682,1.739,0.03513,0.002077,5.826e-12,-0.08472,0.00209,0.002208,0.01463,0.01463,0.04924,0.0001444,0,-0.5411,0.01202,0.001501,0.002246,0.002246,0.9608,-0.4792,1.781,0.0003872,0.968,0.001994,0.08436,0.7428,0.9765,1.411,4.545,0.007013,0.9641,0.4314,0.0007886,0.6063
147,2.609,0.08861,0.0723,2.483,8.642,0.7769,6.182,0.01444,0.08092,0.6839,3.604,2.631,7.746,0.004435,1.065,1.354,0.1864,0.6883,0.0809,0.03398,0,0.004435,0.001806,0.3075,0.007646,3.372e-12,2.031e-05,0.1699,0.3979,0.0005524,1.588,0.1699,1.753,0.03139,0.001043,4.094e-12,-0.05333,0.00173,0.001105,0.01253,0.01253,0.04288,6.467e-05,0,-0.6635,0.009752,0.001451,0.001906,0.001906,0.9674,-0.4745,1.874,0.0001778,0.9735,0.001667,0.06875,0.6053,0.9805,1.385,2.944,0.00594,0.9706,0.3805,0.000668,0.5671
148,2.626,0.07596,0.07175,2.145,7.882,0.7558,6.178,0.01183,0.07148,0.6763,3.624,2.2,7.097,0.003461,1.036,0.9557,0.1706,0.6798,0.07147,0.03432,0,0.003461,0.00147,0.2862,0.005627,2.359e-12,8.174e-06,0.1716,0.4067,0.0002453,1.574,0.1716,1.767,0.0265,0.0004544,2.864e-12,-0.02487,0.001367,0.0004815,0.01028,0.01028,0.03539,2.441e-05,0,-0.8626,0.007526,0.001401,0.001551,0.001551,0.9739,-0.4735,2.017,6.923e-05,0.979,0.001334,0.05344,0.4704,0.9845,1.366,10.14,0.004825,0.9772,0.3269,0.0005426,0.5203
149,2.644,0.06217,0.07098,1.759,6.997,0.7304,6.258,0.008978,0.06131,0.6657,3.692,1.739,6.326,0.002532,1.001,0.6357,0.1519,0.6682,0.0613,0.03466,0,0.002532,0.001111,0.2645,0.003591,1.647e-12,2.623e-06,0.1733,0.4104,8.615e-05,1.557,0.1733,1.781,0.02103,0.0001628,2e-12,0.000623,0.0009971,0.0001736,0.007806,0.007806,0.02736,7.2e-06,0,-1.023,0.00534,0.001345,0.001171,0.001171,0.9805,-0.4749,2.184,2.125e-05,0.9845,0.0009956,0.0383,0.337,0.9886,1.349,22.49,0.00364,0.9837,0.2691,0.0004093,0.4703
150,2.662,0.04533,0.07034,1.298,5.931,0.6228,5.786,0.00597,0.0501,0.5758,3.842,1.231,5.373,0.001641,0.8537,0.4247,0.1288,0.5775,0.0501,0.03501,0,0.001641,0.0007363,0.241,0.001538,1.149e-12,6.174e-07,0.175,0.4142,2.196e-05,1.544,0.175,1.795,0.01349,4.632e-05,1.395e-12,0.02143,0.000624,4.985e-05,0.005194,0.005194,0.01738,1.523e-06,0,-0.8928,0.003274,0.001147,0.0007765,0.0007765,0.987,-0.4302,2.259,4.68e-06,0.9899,0.0006545,0.02352,0.2068,0.9926,1.193,35.48,0.002411,0.9903,0.2053,0.0002711,0.4107
151,2.68,0.02984,0.06995,0.7867,4.609,0.4371,4.654,0.00293,0.0376,0.4065,4.077,0.7197,4.159,0.0007943,0.5992,0.3035,0.09967,0.4073,0.0376,0.03536,0,0.0007943,0.0003608,0.2048,-0.0004682,8.124e-13,8.944e-08,0.1768,0.4322,3.556e-06,1.544,0.1768,1.819,0.009322,9.582e-06,9.863e-13,0.02999,0.0002927,1.025e-05,0.00255,0.00255,0.01114,1.933e-07,0,-0.404,0.001525,0.0008077,0.0003804,0.0003804,0.9936,-0.3462,2.049,6.098e-07,0.9951,0.0003192,0.01088,0.09559,0.9964,0.9032,1.951,0.001181,0.9969,0.1282,0.0001328,0.3326
152,2.697,0.008557,0.07071,0.2183,3.0,0.2457,4.684,7.107e-13,0.024,0.2371,4.09,0.2183,2.671,5.853e-13,0.3368,0.2184,0.0636,0.2371,0.024,0.0357,0,0.0,0.0,0.1226,-0.002398,5.853e-13,1.303e-06,0.1785,0.4593,0.0,1.4,0.1785,1.848,0.05724,2.939e-12,7.107e-13,0.0,5.228e-05,2.949e-12,0.0,7.107e-13,0.05759,1.701e-14,0,0.08365,0.0002979,0.000474,0.0,0.0,1.0,-0.2708,2.049,0.0,1.0,0.0,0.002012,0.01789,1.0,0.6196,1.951,0.0,1.0,0.0,0.0,0.1834
